用户名,评论
哈怂哈哈哈,我要是遇见这种的可以用我后备箱的油锯吗？
团长吴彦祖,建议罗老师出面做公诉人[打call]
二营长一一,我真的能挺身而出吗
账号已注销,罗老师最后一句话引人深思
bili_67467367361,怎么可能属于，以前又不是没有类似案例[嗑瓜子][嗑瓜子]
中康精神中心谭主任,想象中的勇敢与正直不是真正的勇敢与正直
q2n3d3y,他们有九个人也不可能出现某个人会致他们重伤，当然有李小龙那般身手的除外，其实更需要的是大家都能伸出援手
ASHLEYZzichi,老师我觉得我恐怕会犹豫。
温州鳌江人,不会
魔法少女兰斯,真的好害怕
若水灬丨,罗老师出来教育下那个西南政法的熊孩子
Surface苏菲,猥亵罪应该也能安排上吧？
账号已注销,不懂就问 要是我周围 发生这种事 我拿刀上去砍 我能轻判吗[捂脸]
梦来的真实,本来完全不会出现的事情就发生了 嘴巴不干净 拿酒瓶砸人家
野生黑山羊,罗老师可不可以谈谈河大彭同学的案子
poison杰杰,好家伙700万播放
烟名秋诸,[无语]
FromMars_,一直在等罗老师的视频
eminem86,为什不能以故意杀人罪定！
bili_96646642554,我认为是持械互殴，接下来就看女方伤势了
琉璃笙歌夜,笑死了，上次还说不喜欢寻衅滋事，这次又大着旗号来了，。我罗翔只打顺风局
账号已注销,我要是遇到这样，肯定拼个你死我活。我可不想吃亏，不想当好人[嫌弃]
我坐电车回去-,完了，这视频我快会背了
廊坊朱亚文,构成正当防卫有限度条件，如果构成对方重伤或者死亡超过了限度条件，不构成正当防卫
头痛强,人太多 毫无疑问我的理智会战胜我的勇敢 如果像山东卡宴车主打人事件我会邀边上的青年来共同制止打人者的施暴行为。
宁愿做女巫,完全冷静不下来，人不抓到觉都睡不好！
lovelya,为什么路人冷漠，因为真正冲上前去的时候该如何才能保护自己不受伤还能制止住对方呢…这个界限很难，如果太过限制可能只是增加一个满脸流血被120拉走的人而已，如果不限制就可能变成互殴甚至如果对对方造成伤害就变成了罪犯…所以这也是为什么路人都变成了多一事不如少一事，越来越冷漠…
妖孽莫乱我道心,孤勇者[辣眼睛][辣眼睛][辣眼睛]
大侠的小狗,老师好
二次元刀醬-刀割,九小时700万，可以看出这案件真的是无比恶劣啊
可是春天都要走了,@是漂流海
CGcomb,wb下面那是真。。。。
小然那,要是有人挺身而出，会不会构成寻兹挑事
勤奋的双子,哇
我才是咸鱼哼,对不起，如果是我碰到，我可能会所在男朋友怀里不敢看[大哭]（我只是个80斤的女孩子，还营养不良，完全没力气）
lol中华第一倒霉蛋,七百万热搜第一
椰子迷_,还在孔子
日暮里的我,我想问问罗老师这个能算谋杀未遂吗
我不是很理智,罗老师男神
不过孔乙己罢了,九个膀大腰圆的，吕布来了都要挨两巴掌
nahD-Y,终于等到罗老师，，
夹死苍蝇的抬头纹,我宿舍直接争起来对这个事，主要是讨论如果是你你该怎么办，如果你是路人你该怎么办，我舍友说如果自己是路人他忍受不了无论如何就算自己会被打死也会上前帮忙，我自愧不如我如果面对那么多人我会很害怕我觉得自己所做的只是第一时间报警和记录整个过程。
什么意思哦cc,罗老师最后问的那句话，我是真的不知道怎么办……
磊Plus,最近见过多个up 视频内容直接转换成文字稿在多个平台发出来，个人感觉很多视频语境下说的话直接书面化后并不是很合适，容易授人以柄
索拉是只猫,老师你老了啊
爱si不要活,管他什么罪，死刑就对了
最有爱心的kmld,"我关注这个事件两天了，看了很多评论，唯有一条个人觉得还勉强可行：拿起灭火器就往他们脸上喷，喷完就趁他们还没回过神来就跑。
这个方法风险很高，喷了他们会增加了他们的怒气了，倘若失手，他们一定会以更恶的方式来攻击我。
但是这却是现场为数不多能做的了。毕竟他们九个人，现场的其他食客加起来都不知道有没有他们人多，实在没法威胁他们停手。
希望司法体系能进步，给予个人保护自己的权利，事后的义正严词简直毫无意义"
Asmlasnord,当场打不过是可以报警和录下证据✓
鬼暴雨,罗老师不亏是顶流
auye,属于
土木工程狗头,无期徒刑甚至死刑！！！故意伤害、寻衅滋事、杀人未遂、涉黑团伙。
一只千足蟲_,我们如何才能减少此类事件的发生[捂眼]，如何才能在此类事件发生的第一时刻使受害人受到的伤害降到最小[捂眼]
我只瞄亿眼,弹幕说会挺身而出的，要么是没看过完整视频不知道对方几个人，要么是真“年轻”
哥谭牛郎布鲁斯,希望大家更能关注事件本身而不是借机疯狂创造性别对立
四硝基甲苯131,[热词系列_张三]
FF-御风而行,从今往后要好好关爱女孩啊
永恒的梦幻运输机,从某种意义上说:陈鹤皋的战术建议普及。
一直懒懒的,这事很多说搭讪，但是视频中那可是直接动手动脚了，能称为搭讪吗？再说勇敢和正义，但是有过当这一解说，就真的要冷静冷静了
是一牙西瓜鸭,终于等到你，罗老师！
大忽悠mk3,祈福
戦场ヶ原ひたぎs,[热词系列_张三]
大块安吉,老师好
交代重要,听的好晕
世界微凉你微暖,这次涉黑事件得不到严惩，谁也没办法向中国人民给出一个交代
完小美LL,我在的话，人多力量大，自己不行，我可能会寻求周围人们的帮助，凑够人就可以把女的拖出来了，就是不知道凑够几个人才够会有多少人
欧皇不够肝,是不是还可能有酒驾和畏罪潜逃
清风之闲人,无限正当防卫，但这个尺度挺难把控的，需要先劝阻，而且不能追击
Fleeke,@别和我重名了求求你
几天不睡,"你还在啊？我以为你退网了，把我难过的……！
加油哦，我支持你！"
向晚N魔王,我在现场我也不敢上，还是痛恨自己躯体的弱小
芙蓉浣花,以后让我孩子学点武术，
梦来的真实,男女平等 永远不可能 每个心都不一样
瓜老板陆,如果一个人要制止打五个，那么这五个基本是重伤，所以到底是不是正当防卫呢
大结实,寻衅滋事是不是拘留15天啊？
拔剑杀猪,说个题外话，罗老师这件优衣库的薄款外套我也很喜欢，可惜想买的时候没有了[笑哭]
不看信箱,判，我不心疼
想去银河看火星,谢谢罗老师！
邓科a,[打call]
不气才是人生大事,罗翔老师，开始本我了总算
bullypit,再一次开始大搜捕 严打 必须清理
爱羊的懒懒,我就想看看会有哪种律师为被告辩护
MI_d,人们最喜欢站在道德制高点评价他人
ゆ调香师の长裙,邪恶盛行的唯一条件就是善良者的沉默[tv_发怒][tv_发怒][tv_发怒]
铁牛の妈妈,我就想知道他们一桌人男男女女能判多少年！能不能曝光样貌他们让我们老百姓警惕坏人！
桃之夭夭86,昨天就特别想听罗老师讲讲
愤怒在积攒,老师说的太好了 谢谢老师
都给我去拔香菜,辛苦了
永远的无名者,我们的力量太弱小了，当我带入自己的时候，我发现我没有反抗的能力，我会被他像皮球一样扔出去，像猪羊一样殴打，我没有办法，我愤怒…我无能为力
浮笙落叶,气死了
蔷薇向西,我思来想去，碰到这种事，最好解决方法应该是说服周围的人一起上去拉拉架，一个人冲上去只会挨打，在有人带领的情况下上去三对一拉拉架（保障了自己安全）大部分人还是愿意帮忙的吧
易川行水,属于互殴
欧的白今天尿裤子了吗,“愤怒是一种美德 要学会拥有这种美德”
mana602,梦回九十年代
Arow乌鸦,算不算恐怖分子
ZWgl,谢谢罗老师
丈枪由纪小帽子,"这种事学什么都不好使，只能快点跑
别真把自己当叶问了"
栤阔落,哭泣
wannasleeep,抵抗黑社会势力
明月很皎洁,我也会第一时间跑  没那么勇敢
青木浴光,看了视频感觉出门在外还是自己想方设法保护好自己，能对自己伸出援手的人很少，得靠自己啊，健身吧，多些保护自己的能力。[加油]
Rogers-Lee,如果有以牙还牙的话，找81个壮汉围殴他们九个人，很公平，都是9倍
唯美丶尘埃,最少十年
东方神鹫,以前多的很。啥年代～20到30年前。你们这些00后甚至90后没见过，也没经历过。罗老师心里明白。
小萨飒飒,看到还有很多人不认为是正当防卫，我真的很心寒
恒殊只想当咸鱼,"性别对立不可取（√）
案件起因与xsr问题有关（√）
看着评论区争论好久了，但是两件事并不冲突。事情的根本在于那九个人的恶，但是导火索还真就是和性这个问题有关。身为女性看到这些就是会没有理由地后背发凉。不论怎么说，女性在力量方面确实就是弱者。
不要站偏台。希望所有人（尤其是女孩子）一辈子都不要遇到这种事情。"
晨晨小萌新,有人可以简单的解释一下吗，我确实有点不明白罗翔老师说的，感觉脑子真的转不过来[抱拳]
围着火炉吃香蕉,我碰到了 一个人的话至少我先报警 如果我有几个伙伴一起 我会选择先报警再一起去劝架
Bang-b-b-b-b-b,我姐姐wb发了这个事，结果被腾讯删了
我要改个名字了,和我一起说 十年十年十年十年十年
_东方未明_,为什么我一条弹幕也看不见啊
夜宿芙蓉听弹琴,成语的字面意思其实是大于引申意思的。
琼风丶,只是网络发达而已
李普木,看视频好像有说赔了六十W了事的，不知道真假
浅未悠凉,制止施暴者对被害者的施暴行为，属于正当防卫吧。
鲨鱼没有鲨,。。
嗳琪少,我都不敢看视频。。。太可怕了
theone_woo,什么时候可以把精神和心理的伤害也列入量刑参考的项目啊
笑中带川,大家开启道德判断了吗
大忽悠mk3,我没敢看视频，怕心理阴影
喵喵喵喵喵喵喵喵咩啊,如果是我，能做的只有报警了
benben19950328,是的 这个事件也是在审视我自己 我对人足够尊重吗？
Naporno,罗老师嗓子怎么哑了？
666万圣,思想指南罗老师
二次元世界纪录片,罗老师，注意休息啊， 声音都变了
哈罗ーZF,8小时700万播放？
呆萌小黄蜂,严惩
蓬舟入芳音,看完中午没睡午觉，睡不着。
是我醒不来的梦_Qin,@秦朝朝朝朝 [辣眼睛]
月兔子不吃窝边草,道貌岸然
克象,我们同情他人，就是同情我们自己
松松松宝真的可爱,老师保护好自己 好好休息
廊坊朱亚文,[热词系列_张三][热词系列_张三][热词系列_张三]
村头树下龙门阵,别人打我，我还手，这都算互殴。自己都保护不了。怎么见义勇为？
心疼鸽鸽的披萨味布丁,这些人就是禽兽，永远监禁！！！
lightfaand,我楼下刚刚也有打架的，住了十年了都没遇到，最近感觉事多啊
此处是清醒梦境,要发声，不要缄默
两量清酒,@bili_58941377038 看看大师讲解
塔米亚斯,为什么只能三连一次
哔哔哔别逼,幸运者对不幸者的愧怍
托比Nyu,物伤其类
fengzhiquan,这种自绝于人民的人必须被严惩
午夜时分11,怎么判，道歉是必须的，希望能看到审判
p雾散风起q,像这种人多的应该会加重量刑吧
pingpingaiChina,就应该无期徒刑，不能缓
该闯一闯了,支持[加油]
雪地里的八爪鱼,说的啥
擅长等待511,气死我了😤
玩吾伤痔,夸夸而谈半天不如真正出谋划策往死里判
当代互联网小天使,😱
足足香草冰激凌,老师好
华藤力量,如果我在现场，估计我是要死的，死在肉搏中，死在炮灰中，只为平等，不让以强欺弱得逞。
大侦探帕瓦,8小时700万[哦呼]
迷人大帅哥-,@JR大鸽王 @爱犯困的菲tin
